numExp,agentBias,biasPrior,sampleMean,MAP_stick1_S1,MAP_stick2_S1,MAP_stick1_S2,MAP_stick2_S2,optProb_S1,optProb_S2,isOptMAP_S1,isOptMAP_S2
613,2.0,v,0.305,0.325,0.775,0.325,0.775,0.14,0.020000000000000004,False,False
614,5.0,flat,0.5050000000000001,0.925,0.675,0.925,0.675,0.4,0.38,True,True
615,5.0,v,0.395,0.725,0.475,0.375,0.475,0.31,0.010000000000000005,True,False
616,10.0,flat,0.6050000000000001,0.925,0.875,0.925,0.875,0.35,0.48,True,True
617,10.0,v,0.43499999999999994,0.925,0.775,0.925,0.775,0.78,0.82,True,True
618,2.0,flat,0.475,0.625,0.675,0.425,0.525,0.040000000000000015,0.05,False,False
619,2.0,v,0.205,0.175,0.475,0.125,0.475,0.10000000000000002,0.06,False,False
620,5.0,flat,0.41500000000000004,0.875,0.675,0.875,0.675,0.55,0.4199999999999999,True,True
621,5.0,v,0.675,0.875,0.925,0.925,0.825,0.13,0.19,False,False
622,10.0,flat,0.44499999999999995,0.825,0.575,0.825,0.575,0.65,0.37,True,True
623,10.0,v,0.7350000000000001,0.975,0.875,0.975,0.875,0.25,0.43,True,True
624,2.0,flat,0.6950000000000001,0.975,0.575,0.975,0.725,0.07,0.11,False,False
625,2.0,v,0.475,0.925,0.775,0.925,0.775,0.17,0.17999999999999994,True,True
626,5.0,flat,0.465,0.825,0.625,0.825,0.625,0.31,0.25,True,True
627,5.0,v,0.24500000000000002,0.625,0.275,0.275,0.625,0.38,0.029999999999999995,True,False
628,10.0,flat,0.395,0.875,0.525,0.875,0.525,0.67,0.49,True,True
629,10.0,v,0.335,0.875,0.375,0.375,0.875,0.76,0.14,True,False
630,2.0,flat,0.505,0.825,0.675,0.825,0.675,0.14,0.17,True,True
631,2.0,v,0.465,0.925,0.375,0.925,0.375,0.12,0.09000000000000002,False,False
632,5.0,flat,0.8049999999999999,0.875,0.975,0.975,0.825,0.11,0.14,False,False
633,5.0,v,0.5650000000000001,0.875,0.775,0.875,0.775,0.24,0.26,True,True
634,10.0,flat,0.485,0.825,0.525,0.825,0.525,0.48,0.25,True,True
635,10.0,v,0.5050000000000001,0.925,0.725,0.925,0.725,0.67,0.72,True,True
636,2.0,flat,0.205,0.475,0.325,0.325,0.475,0.2,0.11,True,False
637,2.0,v,0.655,0.925,0.525,0.925,0.875,0.05,0.15,False,True
638,5.0,flat,0.33499999999999996,0.825,0.475,0.825,0.475,0.56,0.15999999999999998,True,True
639,5.0,v,0.43499999999999994,0.625,0.675,0.475,0.625,0.23,0.029999999999999995,False,False
640,10.0,flat,0.585,0.825,0.725,0.825,0.725,0.26,0.36,True,True
641,10.0,v,0.655,0.875,0.775,0.875,0.775,0.27,0.48,True,True
642,2.0,flat,0.555,0.675,0.775,0.825,0.775,0.07999999999999999,0.11,False,True
643,2.0,v,0.505,0.475,0.775,0.425,0.475,0.07,0.05,False,False
644,5.0,flat,0.445,0.975,0.475,0.975,0.425,0.36,0.15,True,False
645,5.0,v,0.5349999999999999,0.975,0.875,0.975,0.875,0.39,0.46,True,True
646,10.0,flat,0.465,0.925,0.725,0.925,0.725,0.7,0.83,True,True
647,10.0,v,0.29500000000000004,0.875,0.275,0.275,0.875,0.72,0.10000000000000002,True,False
648,2.0,flat,0.35500000000000004,0.625,0.425,0.425,0.625,0.21,0.06,True,False
649,2.0,v,0.635,0.725,0.875,0.875,0.825,0.09000000000000002,0.11,False,True
650,5.0,flat,0.375,0.575,0.425,0.425,0.375,0.29999999999999993,0.029999999999999995,True,False
651,5.0,v,0.595,0.875,0.725,0.875,0.775,0.10000000000000002,0.37,False,True
652,10.0,flat,0.475,0.875,0.625,0.875,0.625,0.52,0.61,True,True
653,10.0,v,0.5449999999999999,0.825,0.675,0.325,0.675,0.23,0.25,False,False
654,2.0,flat,0.525,0.925,0.575,0.875,0.925,0.13,0.13,False,False
655,2.0,v,0.36500000000000005,0.925,0.475,0.275,0.475,0.19,0.13,True,False
656,5.0,flat,0.645,0.975,0.725,0.975,0.725,0.14,0.22,False,False
657,5.0,v,0.495,0.625,0.725,0.275,0.625,0.17999999999999994,0.029999999999999995,False,False
658,10.0,flat,0.585,0.975,0.925,0.975,0.925,0.39,0.5,True,True
659,10.0,v,0.5650000000000001,0.875,0.775,0.875,0.775,0.39,0.41,True,True
660,2.0,flat,0.5349999999999999,0.725,0.625,0.875,0.725,0.07999999999999999,0.15,False,True
661,2.0,v,0.7150000000000001,0.975,0.675,0.975,0.675,0.09000000000000002,0.13,False,False
662,5.0,flat,0.305,0.575,0.375,0.375,0.575,0.31,0.09000000000000002,True,False
663,5.0,v,0.5549999999999999,0.675,0.825,0.825,0.675,0.15999999999999998,0.19,False,True
664,10.0,flat,0.425,0.975,0.525,0.975,0.525,0.61,0.63,True,True
665,10.0,v,0.375,0.875,0.475,0.875,0.475,0.64,0.25,True,True
666,2.0,flat,0.38499999999999995,0.975,0.275,0.275,0.975,0.11,0.05,False,False
667,2.0,v,0.305,0.625,0.375,0.375,0.425,0.12,0.040000000000000015,False,False
668,5.0,flat,0.585,0.775,0.825,0.825,0.775,0.24,0.28,False,True
669,5.0,v,0.365,0.975,0.475,0.975,0.475,0.51,0.41,True,True
670,10.0,flat,0.545,0.975,0.775,0.975,0.775,0.59,0.86,True,True
671,10.0,v,0.585,0.875,0.825,0.875,0.825,0.45,0.51,True,True
672,2.0,flat,0.575,0.975,0.925,0.975,0.925,0.17,0.21,True,True
673,2.0,v,0.5650000000000001,0.675,0.825,0.475,0.675,0.10000000000000002,0.07999999999999999,False,False
674,5.0,flat,0.445,0.725,0.575,0.525,0.575,0.28,0.07999999999999999,True,False
675,5.0,v,0.5349999999999999,0.975,0.625,0.975,0.625,0.21,0.36,True,True
676,10.0,flat,0.515,0.825,0.675,0.825,0.675,0.59,0.53,True,True
677,10.0,v,0.43499999999999994,0.825,0.575,0.825,0.575,0.61,0.31,True,True
678,2.0,flat,0.5650000000000001,0.725,0.425,0.875,0.725,0.11,0.14,False,True
679,2.0,v,0.515,0.875,0.825,0.875,0.725,0.15,0.10000000000000002,True,False
680,5.0,flat,0.445,0.875,0.575,0.875,0.575,0.33,0.25,True,True
681,5.0,v,0.485,0.875,0.525,0.875,0.525,0.35,0.19,True,True
682,10.0,flat,0.425,0.925,0.575,0.925,0.575,0.79,0.72,True,True
683,10.0,v,0.515,0.925,0.625,0.925,0.625,0.57,0.7,True,True
684,2.0,flat,0.5349999999999999,0.925,0.575,0.575,0.925,0.15,0.10000000000000002,True,False
685,2.0,v,0.45499999999999996,0.875,0.775,0.875,0.775,0.24,0.19,True,True
686,5.0,flat,0.585,0.775,0.675,0.725,0.775,0.14,0.13,False,False
687,5.0,v,0.635,0.925,0.875,0.925,0.875,0.24,0.29,True,True
688,10.0,flat,0.45500000000000007,0.675,0.625,0.275,0.625,0.44,0.05,True,False
689,10.0,v,0.185,0.425,0.275,0.425,0.275,0.86,0.54,True,True
690,2.0,flat,0.575,0.825,0.925,0.925,0.825,0.07,0.19,False,True
691,2.0,v,0.365,0.825,0.425,0.475,0.425,0.13,0.06,False,False
692,5.0,flat,0.575,0.725,0.825,0.825,0.725,0.15,0.17,False,True
693,5.0,v,0.525,0.925,0.525,0.925,0.525,0.25,0.17,True,True
694,10.0,flat,0.28500000000000003,0.675,0.375,0.375,0.675,0.9,0.07999999999999999,True,False
695,10.0,v,0.5349999999999999,0.825,0.675,0.825,0.675,0.49,0.26,True,True
696,2.0,flat,0.645,0.975,0.725,0.825,0.975,0.040000000000000015,0.10000000000000002,False,False
697,2.0,v,0.475,0.675,0.975,0.975,0.675,0.10000000000000002,0.23,False,True
698,5.0,flat,0.475,0.925,0.725,0.925,0.725,0.36,0.47,True,True
699,5.0,v,0.43499999999999994,0.975,0.725,0.975,0.725,0.41,0.61,True,True
700,10.0,flat,0.635,0.925,0.825,0.925,0.825,0.21,0.55,True,True
701,10.0,v,0.465,0.825,0.625,0.825,0.625,0.62,0.23,True,True
702,2.0,flat,0.525,0.775,0.375,0.775,0.375,0.09000000000000002,0.029999999999999995,False,False
703,2.0,v,0.24500000000000002,0.525,0.275,0.275,0.525,0.15999999999999998,0.07,True,False
704,5.0,flat,0.41500000000000004,0.875,0.525,0.875,0.525,0.41,0.22,True,True
705,5.0,v,0.5050000000000001,0.925,0.625,0.925,0.625,0.31,0.31,True,True
706,10.0,flat,0.575,0.925,0.725,0.925,0.725,0.37,0.68,True,True
707,10.0,v,0.5549999999999999,0.775,0.725,0.425,0.675,0.27,0.11,True,False
708,2.0,flat,0.5549999999999999,0.975,0.625,0.975,0.875,0.15999999999999998,0.21,False,True
709,2.0,v,0.475,0.975,0.625,0.975,0.625,0.15,0.19,True,True
710,5.0,flat,0.43499999999999994,0.625,0.575,0.575,0.625,0.26,0.07,True,False
711,5.0,v,0.305,0.625,0.325,0.325,0.625,0.32,0.0,True,False
712,10.0,flat,0.635,0.925,0.975,0.975,0.925,0.29,0.57,False,True
713,10.0,v,0.635,0.975,0.925,0.975,0.925,0.33,0.37,True,True
714,2.0,flat,0.515,0.725,0.475,0.825,0.725,0.14,0.15999999999999998,False,True
715,2.0,v,0.45499999999999996,0.875,0.475,0.875,0.475,0.25,0.09000000000000002,True,True
716,5.0,flat,0.755,0.925,0.975,0.925,0.975,0.15,0.17999999999999994,False,False
717,5.0,v,0.595,0.825,0.975,0.975,0.825,0.26,0.35,False,True
718,10.0,flat,0.425,0.975,0.475,0.975,0.475,0.55,0.58,True,True
719,10.0,v,0.41500000000000004,0.875,0.425,0.875,0.125,0.45,0.12,True,False
720,2.0,flat,0.39499999999999996,0.575,0.625,0.625,0.675,0.15,0.06,False,False
721,2.0,v,0.45499999999999996,0.875,0.725,0.875,0.725,0.17999999999999994,0.14,True,True
722,5.0,flat,0.45499999999999996,0.775,0.725,0.725,0.775,0.36,0.21,True,False
723,5.0,v,0.545,0.525,0.775,0.775,0.625,0.12,0.19,False,True
724,10.0,flat,0.545,0.975,0.625,0.975,0.625,0.52,0.71,True,True
725,10.0,v,0.645,0.975,0.875,0.975,0.875,0.43,0.6,True,True
726,2.0,flat,0.44499999999999995,0.825,0.275,0.825,0.775,0.11,0.14,False,True
727,2.0,v,0.485,0.625,0.875,0.325,0.875,0.11,0.10000000000000002,False,False
728,5.0,flat,0.425,0.725,0.625,0.725,0.625,0.32,0.11,True,True
729,5.0,v,0.625,0.775,0.925,0.925,0.775,0.12,0.37,False,True
730,10.0,flat,0.465,0.975,0.725,0.975,0.725,0.82,0.86,True,True
731,10.0,v,0.475,0.775,0.575,0.325,0.575,0.56,0.06,True,False
732,2.0,flat,0.445,0.975,0.275,0.975,0.125,0.13,0.11,False,False
733,2.0,v,0.5549999999999999,0.875,0.725,0.875,0.725,0.14,0.13,True,True
734,5.0,flat,0.525,0.925,0.825,0.925,0.825,0.39,0.4199999999999999,True,True
735,5.0,v,0.475,0.725,0.575,0.375,0.475,0.27,0.06,True,False
736,10.0,flat,0.6050000000000001,0.925,0.875,0.925,0.875,0.41,0.59,True,True
737,10.0,v,0.6649999999999999,0.975,0.825,0.975,0.825,0.43,0.75,True,True
738,2.0,flat,0.515,0.725,0.825,0.825,0.725,0.10000000000000002,0.13,False,True
739,2.0,v,0.495,0.575,0.975,0.975,0.575,0.15999999999999998,0.19,False,True
740,5.0,flat,0.45499999999999996,0.675,0.725,0.725,0.675,0.24,0.17,False,True
741,5.0,v,0.585,0.875,0.825,0.875,0.825,0.26,0.3400000000000001,True,True
742,10.0,flat,0.45499999999999996,0.975,0.475,0.975,0.475,0.58,0.49,True,True
743,10.0,v,0.385,0.825,0.575,0.425,0.575,0.71,0.17999999999999994,True,False
744,2.0,flat,0.5050000000000001,0.525,0.925,0.925,0.625,0.10000000000000002,0.17,False,True
745,2.0,v,0.645,0.875,0.975,0.875,0.975,0.09000000000000002,0.10000000000000002,False,False
746,5.0,flat,0.5950000000000001,0.825,0.675,0.825,0.675,0.17,0.21,True,True
747,5.0,v,0.645,0.975,0.875,0.975,0.875,0.21,0.32,True,True
748,10.0,flat,0.45499999999999996,0.975,0.475,0.975,0.475,0.52,0.59,True,True
749,10.0,v,0.29500000000000004,0.725,0.375,0.375,0.725,0.78,0.0,True,False
750,2.0,flat,0.575,0.925,0.675,0.925,0.625,0.12,0.09000000000000002,True,False
751,2.0,v,0.5650000000000001,0.675,0.875,0.875,0.675,0.07,0.15999999999999998,False,True
752,5.0,flat,0.475,0.975,0.625,0.975,0.625,0.45,0.3400000000000001,True,True
753,5.0,v,0.485,0.925,0.625,0.925,0.625,0.39,0.47,True,True
754,10.0,flat,0.315,0.575,0.475,0.475,0.575,0.4,0.14,True,False
755,10.0,v,0.465,0.925,0.575,0.925,0.575,0.73,0.7,True,True
756,2.0,flat,0.505,0.675,0.725,0.725,0.225,0.07,0.07999999999999999,False,False
757,2.0,v,0.5650000000000001,0.775,0.875,0.875,0.675,0.07999999999999999,0.10000000000000002,False,False
758,5.0,flat,0.615,0.975,0.875,0.975,0.875,0.24,0.31,True,True
759,5.0,v,0.625,0.975,0.775,0.975,0.775,0.24,0.52,True,True
760,10.0,flat,0.465,0.975,0.825,0.975,0.825,0.68,0.82,True,True
761,10.0,v,0.665,0.975,0.875,0.975,0.875,0.36,0.54,True,True
762,2.0,flat,0.5349999999999999,0.775,0.675,0.825,0.775,0.09000000000000002,0.12,False,True
763,2.0,v,0.29500000000000004,0.575,0.225,0.375,0.275,0.07999999999999999,0.06,False,False
764,5.0,flat,0.775,0.975,0.625,0.975,0.875,0.09000000000000002,0.23,False,True
765,5.0,v,0.475,0.875,0.825,0.875,0.825,0.36,0.33,True,True
766,10.0,flat,0.705,0.975,0.875,0.975,0.875,0.29999999999999993,0.37,True,True
767,10.0,v,0.525,0.975,0.675,0.975,0.675,0.61,0.73,True,True
768,2.0,flat,0.5050000000000001,0.925,0.775,0.925,0.775,0.19,0.17999999999999994,True,True
769,2.0,v,0.585,0.675,0.875,0.625,0.875,0.07,0.07999999999999999,False,False
770,5.0,flat,0.685,0.875,0.975,0.875,0.975,0.10000000000000002,0.17999999999999994,False,False
771,5.0,v,0.485,0.975,0.775,0.975,0.775,0.33,0.58,True,True
772,10.0,flat,0.7150000000000001,0.875,0.675,0.875,0.775,0.17,0.4199999999999999,False,True
773,10.0,v,0.43499999999999994,0.775,0.725,0.425,0.725,0.54,0.15,True,False
774,2.0,flat,0.655,0.675,0.775,0.825,0.775,0.10000000000000002,0.07,False,False
775,2.0,v,0.505,0.875,0.675,0.875,0.675,0.15999999999999998,0.17999999999999994,True,True
776,5.0,flat,0.595,0.725,0.825,0.825,0.725,0.15999999999999998,0.21,False,True
777,5.0,v,0.4050000000000001,0.825,0.475,0.425,0.475,0.31,0.040000000000000015,True,False
778,10.0,flat,0.305,0.475,0.425,0.375,0.425,0.37,0.17,True,False
779,10.0,v,0.325,0.925,0.325,0.925,0.325,0.74,0.23,True,True
780,2.0,flat,0.33499999999999996,0.725,0.425,0.425,0.325,0.2,0.10000000000000002,True,False
781,2.0,v,0.485,0.975,0.875,0.875,0.975,0.22,0.17,True,False
782,5.0,flat,0.465,0.925,0.875,0.925,0.875,0.52,0.56,True,True
783,5.0,v,0.595,0.925,0.825,0.925,0.825,0.31,0.46,True,True
784,10.0,flat,0.5549999999999999,0.875,0.775,0.875,0.775,0.4199999999999999,0.63,True,True
785,10.0,v,0.6449999999999999,0.925,0.775,0.925,0.775,0.35,0.64,True,True
786,2.0,flat,0.29500000000000004,0.625,0.575,0.175,0.625,0.25,0.11,True,False
787,2.0,v,0.36500000000000005,0.925,0.525,0.275,0.525,0.31,0.10000000000000002,True,False
788,5.0,flat,0.40499999999999997,0.875,0.525,0.875,0.525,0.47,0.22,True,True
789,5.0,v,0.495,0.975,0.725,0.975,0.725,0.27,0.61,True,True
790,10.0,flat,0.6950000000000001,0.975,0.925,0.975,0.925,0.29,0.49,True,True
791,10.0,v,0.41500000000000004,0.725,0.675,0.475,0.675,0.48,0.10000000000000002,True,False
792,2.0,flat,0.515,0.925,0.775,0.925,0.775,0.14,0.21,True,True
793,2.0,v,0.485,0.575,0.925,0.925,0.575,0.12,0.12,False,True
794,5.0,flat,0.515,0.975,0.725,0.975,0.725,0.36,0.36,True,True
795,5.0,v,0.41500000000000004,0.925,0.675,0.925,0.675,0.43,0.61,True,True
796,10.0,flat,0.605,0.975,0.775,0.975,0.775,0.37,0.55,True,True
797,10.0,v,0.6449999999999999,0.875,0.825,0.875,0.825,0.27,0.44,True,True
798,2.0,flat,0.425,0.975,0.725,0.975,0.725,0.25,0.26,True,True
799,2.0,v,0.575,0.825,0.475,0.825,0.875,0.11,0.13,False,False
800,5.0,flat,0.525,0.925,0.675,0.925,0.675,0.29,0.29999999999999993,True,True
801,5.0,v,0.465,0.975,0.875,0.975,0.875,0.43,0.49,True,True
802,10.0,flat,0.28500000000000003,0.425,0.375,0.325,0.425,0.24,0.17,True,False
803,10.0,v,0.595,0.875,0.625,0.875,0.675,0.32,0.38,False,True
804,2.0,flat,0.45499999999999996,0.525,0.775,0.775,0.325,0.11,0.07,False,False
805,2.0,v,0.355,0.975,0.375,0.275,0.375,0.2,0.11,True,False
806,5.0,flat,0.49499999999999994,0.825,0.675,0.825,0.675,0.26,0.22,True,True
807,5.0,v,0.5549999999999999,0.975,0.525,0.975,0.575,0.17999999999999994,0.23,False,True
808,10.0,flat,0.445,0.975,0.675,0.975,0.675,0.75,0.86,True,True
809,10.0,v,0.445,0.875,0.775,0.875,0.775,0.61,0.79,True,True
810,2.0,flat,0.355,0.775,0.575,0.575,0.775,0.19,0.12,True,False
811,2.0,v,0.44499999999999995,0.575,0.675,0.225,0.575,0.11,0.040000000000000015,False,False
812,5.0,flat,0.595,0.925,0.725,0.925,0.725,0.2,0.31,True,True
813,5.0,v,0.395,0.925,0.625,0.925,0.625,0.44,0.52,True,True
814,10.0,flat,0.375,0.825,0.725,0.825,0.725,0.67,0.66,True,True
815,10.0,v,0.495,0.775,0.675,0.375,0.625,0.37,0.09000000000000002,True,False
816,2.0,flat,0.46499999999999997,0.775,0.475,0.775,0.375,0.15999999999999998,0.06,True,False
817,2.0,v,0.585,0.875,0.625,0.925,0.875,0.12,0.15999999999999998,False,True
818,5.0,flat,0.39499999999999996,0.825,0.675,0.825,0.675,0.35,0.41,True,True
819,5.0,v,0.45499999999999996,0.775,0.575,0.275,0.575,0.21,0.14,False,False
820,10.0,flat,0.36500000000000005,0.925,0.675,0.925,0.675,0.9,0.93,True,True
821,10.0,v,0.615,0.975,0.775,0.975,0.775,0.39,0.5,True,True
822,2.0,flat,0.7150000000000001,0.575,0.975,0.925,0.975,0.07,0.07,False,False
823,2.0,v,0.5549999999999999,0.975,0.675,0.975,0.675,0.17,0.17,True,True
824,5.0,flat,0.395,0.875,0.575,0.875,0.575,0.53,0.32,True,True
825,5.0,v,0.695,0.925,0.825,0.925,0.825,0.26,0.25,True,True
826,10.0,flat,0.34500000000000003,0.675,0.525,0.525,0.675,0.72,0.05,True,False
827,10.0,v,0.5050000000000001,0.925,0.775,0.925,0.775,0.55,0.84,True,True
828,2.0,flat,0.5050000000000001,0.775,0.325,0.775,0.675,0.06,0.14,False,True
829,2.0,v,0.715,0.975,0.575,0.975,0.775,0.029999999999999995,0.12,False,False
830,5.0,flat,0.625,0.925,0.825,0.925,0.825,0.25,0.36,True,True
831,5.0,v,0.355,0.575,0.425,0.425,0.575,0.23,0.029999999999999995,False,False
832,10.0,flat,0.5449999999999999,0.825,0.575,0.825,0.625,0.25,0.48,False,True
833,10.0,v,0.315,0.875,0.425,0.425,0.875,0.89,0.10000000000000002,True,False
834,2.0,flat,0.595,0.875,0.425,0.425,0.675,0.09000000000000002,0.09000000000000002,False,False
835,2.0,v,0.475,0.975,0.575,0.475,0.975,0.17,0.07,True,False
836,5.0,flat,0.6549999999999999,0.925,0.825,0.925,0.775,0.19,0.19,True,False
837,5.0,v,0.375,0.975,0.575,0.975,0.575,0.68,0.69,True,True
838,10.0,flat,0.505,0.975,0.675,0.975,0.675,0.72,0.86,True,True
839,10.0,v,0.5349999999999999,0.825,0.675,0.825,0.675,0.4,0.67,True,True
840,2.0,flat,0.575,0.825,0.925,0.925,0.825,0.13,0.19,False,True
841,2.0,v,0.43499999999999994,0.725,0.825,0.175,0.725,0.07999999999999999,0.11,False,False
842,5.0,flat,0.635,0.725,0.775,0.725,0.775,0.10000000000000002,0.14,False,False
843,5.0,v,0.425,0.975,0.525,0.975,0.525,0.38,0.32,True,True
844,10.0,flat,0.395,0.975,0.475,0.975,0.475,0.73,0.74,True,True
845,10.0,v,0.475,0.625,0.575,0.425,0.625,0.38,0.010000000000000005,True,False
846,2.0,flat,0.465,0.725,0.475,0.725,0.475,0.07999999999999999,0.07,False,False
847,2.0,v,0.465,0.725,0.575,0.175,0.725,0.10000000000000002,0.07,False,False
848,5.0,flat,0.33499999999999996,0.425,0.475,0.325,0.425,0.17,0.12,False,False
849,5.0,v,0.5449999999999999,0.925,0.825,0.925,0.825,0.24,0.29,True,True
850,10.0,flat,0.41500000000000004,0.925,0.775,0.925,0.775,0.69,0.91,True,True
851,10.0,v,0.6950000000000001,0.975,0.775,0.975,0.875,0.22,0.47,False,True
852,2.0,flat,0.5549999999999999,0.725,0.975,0.975,0.725,0.14,0.14,False,True
853,2.0,v,0.39499999999999996,0.825,0.575,0.375,0.825,0.22,0.07,True,False
854,5.0,flat,0.645,0.975,0.875,0.975,0.875,0.22,0.28,True,True
855,5.0,v,0.625,0.875,0.775,0.875,0.775,0.17999999999999994,0.28,True,True
856,10.0,flat,0.45499999999999996,0.975,0.725,0.975,0.725,0.8,0.92,True,True
857,10.0,v,0.485,0.925,0.525,0.925,0.525,0.6,0.47,True,True
858,2.0,flat,0.45499999999999996,0.775,0.675,0.775,0.675,0.17,0.13,True,True
859,2.0,v,0.6250000000000001,0.975,0.925,0.925,0.975,0.19,0.12,True,False
860,5.0,flat,0.505,0.725,0.775,0.775,0.725,0.2,0.19,False,True
861,5.0,v,0.475,0.725,0.575,0.375,0.425,0.32,0.05,True,False
862,10.0,flat,0.525,0.975,0.725,0.975,0.725,0.53,0.66,True,True
863,10.0,v,0.43499999999999994,0.925,0.575,0.925,0.575,0.57,0.7,True,True
864,2.0,flat,0.5650000000000001,0.925,0.575,0.575,0.925,0.10000000000000002,0.040000000000000015,True,False
865,2.0,v,0.595,0.825,0.625,0.825,0.675,0.09000000000000002,0.10000000000000002,False,False
866,5.0,flat,0.595,0.875,0.825,0.875,0.825,0.24,0.29,True,True
867,5.0,v,0.395,0.675,0.625,0.375,0.625,0.33,0.029999999999999995,True,False
868,10.0,flat,0.665,0.925,0.875,0.925,0.875,0.48,0.56,True,True
869,10.0,v,0.425,0.625,0.575,0.375,0.575,0.4199999999999999,0.0,True,False
870,2.0,flat,0.5349999999999999,0.875,0.825,0.825,0.875,0.14,0.14,True,False
871,2.0,v,0.5349999999999999,0.875,0.675,0.875,0.675,0.13,0.15,True,True
872,5.0,flat,0.445,0.675,0.575,0.425,0.675,0.2,0.040000000000000015,True,False
873,5.0,v,0.595,0.975,0.825,0.975,0.825,0.37,0.41,True,True
874,10.0,flat,0.465,0.775,0.575,0.775,0.575,0.56,0.19,True,True
875,10.0,v,0.505,0.875,0.775,0.875,0.775,0.65,0.45,True,True
876,2.0,flat,0.5549999999999999,0.775,0.725,0.725,0.775,0.13,0.10000000000000002,True,False
877,2.0,v,0.36499999999999994,0.525,0.475,0.375,0.475,0.11,0.06,True,False
878,5.0,flat,0.665,0.825,0.675,0.825,0.775,0.11,0.17,False,True
879,5.0,v,0.525,0.725,0.975,0.975,0.725,0.24,0.37,False,True
880,10.0,flat,0.6049999999999999,0.925,0.825,0.925,0.825,0.4199999999999999,0.43,True,True
881,10.0,v,0.6050000000000001,0.925,0.875,0.925,0.875,0.32,0.46,True,True
882,2.0,flat,0.495,0.675,0.725,0.475,0.725,0.12,0.07,False,False
883,2.0,v,0.45499999999999996,0.675,0.825,0.825,0.675,0.15999999999999998,0.17999999999999994,False,True
884,5.0,flat,0.24500000000000002,0.475,0.425,0.425,0.475,0.5,0.2,True,False
885,5.0,v,0.40499999999999997,0.875,0.675,0.875,0.675,0.47,0.39,True,True
886,10.0,flat,0.345,0.675,0.475,0.475,0.675,0.59,0.040000000000000015,True,False
887,10.0,v,0.285,0.575,0.475,0.475,0.575,0.72,0.010000000000000005,True,False
888,2.0,flat,0.41500000000000004,0.425,0.725,0.425,0.725,0.09000000000000002,0.06,False,False
889,2.0,v,0.625,0.975,0.875,0.975,0.875,0.13,0.12,True,True
890,5.0,flat,0.675,0.925,0.875,0.875,0.925,0.15999999999999998,0.15999999999999998,True,False
891,5.0,v,0.425,0.825,0.725,0.325,0.725,0.44,0.27,True,False
892,10.0,flat,0.635,0.925,0.825,0.925,0.825,0.46,0.64,True,True
893,10.0,v,0.485,0.925,0.725,0.925,0.725,0.71,0.72,True,True
894,2.0,flat,0.635,0.925,0.975,0.925,0.975,0.10000000000000002,0.09000000000000002,False,False
895,2.0,v,0.505,0.625,0.975,0.975,0.625,0.14,0.19,False,True
896,5.0,flat,0.5549999999999999,0.975,0.775,0.975,0.775,0.25,0.47,True,True
897,5.0,v,0.315,0.625,0.425,0.325,0.625,0.4,0.010000000000000005,True,False
898,10.0,flat,0.425,0.825,0.725,0.825,0.725,0.66,0.61,True,True
899,10.0,v,0.40499999999999997,0.825,0.725,0.825,0.725,0.67,0.38,True,True
